title,link,episode_no,interviewer,speaker,transcript
Das Afrika-Rätsel - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript226.pdf,56,Korinna Hennig,Korinna Hennig,Weil ich mich in meinen Kreisen weiterbewege.
Das Afrika-Rätsel - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript226.pdf,56,Korinna Hennig,Christian Drosten,"Richtig. Und das sind dann schon auch die weiteren Kreise, die da berücksichtigt sind. Also das könnte ich glauben. Und ich glaube gerne auch, dass es im Moment die Observation, die Beobachtung gibt, dass die PCR-Nachweisraten geringer sind. Ob das aber daran liegt, dass Herdenimmunität erreicht ist, da bin ich mir nicht sicher, ob die Studie da genügend Evidenz für bringt. Dann ist immer die Gefahr: Eine Studie wird gemacht und das geht durch die BBC und wird generalisiert. Und dann heißt es ganz schnell: In Afrika ist der Käse schon gegessen."
Das Afrika-Rätsel - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript226.pdf,56,Korinna Hennig,Korinna Hennig,"Es gibt aber noch eine andere Antikörper-Studie aus einer Region in Nigeria, die ähnliche Werte hervorbringt. Da hat man nicht Blutspender untersucht, sondern Mitarbeiter im Gesundheitssystem, aber auch andere."
Das Afrika-Rätsel - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript226.pdf,56,Korinna Hennig,Christian Drosten,"Es gibt mehrere Studien, erste Studien, die jetzt im Preprint-Bereich erschienen sind. Und da muss man immer sagen: Vorsicht, Vorsicht, das ist noch nicht begutachtet. Ich als Virologe sage dazu noch weitere Vorsichtsmomente. Diese Studie in Nigeria beispielsweise, die findet auch in einem Staat, in Niger, 25,4 Prozent EGG-Seroprävalenz, und zwar im Zeitraum Mai bis Ende Juni. Allerdings: Es gibt schon Auffälligkeiten dabei, und zwar erstens, es gibt nur eine kleine Zahl von untersuchten Teilnehmern. Nur 185 Leute wurden überhaupt untersucht. Da muss man sich schon fragen, ob so ein absolut bevölkerungsreiches Land wie Nigeria durch 185 Teilnehmer repräsentiert ist. Der Selektions bias, also die Verzerrung der Situation durch Auswahl, ist hier dann ganz besonders groß. Also einmal kann es sein, dass an dem Ort der Untersuchung gerade ein Ausbruch war und man hat deswegen die Untersuchung da gemacht. Oder dass man gesagt hat: „Liebe Leute, wir machen heute eine wissenschaftliche Studie und wer Lust hat, kann teilnehmen.“ Dann kommen natürlich diejenigen, die gerade krank waren, weil sie wissen wollen, ob sie diese Krankheit hatten."
Das Afrika-Rätsel - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript226.pdf,56,Korinna Hennig,Korinna Hennig,"Auch das ist kommentiert, dass es Leute mit Symptomen gab, die gesagt haben: „Wir hatten grippeähnliche Symptome in der Vergangenheit.“"
Das Afrika-Rätsel - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript226.pdf,56,Korinna Hennig,Christian Drosten,"Genau. Das ist natürlich eine Verzerrung der Realität. Und dann findet man eine Auffälligkeit, also bei diesen 185 Teilnehmern gibt es noch eine Unterteilung zwischen Stadtund Landbewohnern. Und da sieht man gar keinen Unterschied. Das ist schon sehr merkwürdig, wenn man nach so einer kurzen Laufzeit einer Epidemie, also von März angefangen bis zur Untersuchung im Mai, wenn sich da auf dem Land schon dieselbe Prävalenz eingestellt hat wie in der Stadt. Wie soll das denn sein? Die Unterschiede zwischen Stadt und Land in Afrika sind extrem. Wie gesagt, aus meiner eigenen Erfahrung, wenn man da losfährt vom Flughafen mit dem Auto und dann ins Hinterland fährt, das ist eine Zeitreise, die man macht. Das ist ein Eindruck, wenn man das erste Mal in Afrika ist, der einen über Monate nicht mehr loslässt. So etwas erlebt man nicht in Europa. Und dass man da jetzt so eine Erkrankung auf dieselbe Art und Weise durchseucht findet, finde ich zumindest mal überprüfungsbedürftig. Und wenn man genau hinschaut, was da gemacht wurde: Es wurde ein serologischer Test im Lateral-Flow-Verfahren benutzt. Also so ein Test, wie wir das auch schon in der Vergangenheit besprochen haben, nach dem Prinzip eines Schwangerschaftstests für Antikörper. Und wir wissen, dass diese Tests schon ihre Fehleranfälligkeit haben und dass gerade diese Tests nicht für afrikanische Bevölkerungen validiert wurden. Und es ist in dieser Studie jetzt auch nicht etwas gemacht worden, was man eigentlich fordern muss bei solchen Studien, dass man nämlich mal eine gleich große Zahl von Personen aus demselben Land nimmt, vor der Pandemie, wo das Virus noch nicht dagewesen sein kann, und mal schaut, ob da der Test auch erwartungsgemäß negativ bleibt. Das ist nicht gemacht worden. In der Studie vom Felix Drexler hier aus dem Institut zu Beispiel, da ist das gemacht worden. Und da findet man auch vor der Pandemie diese sehr hohen Raten von Positiven – und das kann nicht sein. Das Virus ist zu der Zeit einfach nicht dagewesen. Wir können noch eine andere Studie ganz kurz anreißen, und zwar kommt die aus Malawi. Die ist qualitativ, vom Test her, sicherlich sehr viel besser gemacht worden. Da wurde medizinisches Personal untersucht und dort hat man 12,3 Prozent Antikörper-Positive gefunden. Hier in der Studie bei Nigeria übrigens – ich weiß nicht, ob ich es erwähnt habe – waren das 25 Prozent, also wirklich viele. Hier in Malawi 12,3, aber auch da muss man sagen, das ist in einem Krankenhaus gemacht worden. Das ist medizinisches Personal, die haben ja mit Patienten zu tun. Die sind in einer Stadt von 800.000 Einwohnern untersucht worden. Und das ist auch eine Stadt, muss man sagen, die eine weite koloniale Geschichte hat, wo auch viele Reisende sind, wo viele Leute einreisen aus dem Ausland, sehr viel Reiseverkehr und so ein Virus natürlich auch auf andere Art und Weise eingeschleppt wird. Und dann muss man sich allgemein für Länder in SubsaharaAfrika klarmachen: Die Stadt ist sehr anders als das Land. Also wir haben das Phänomen der Landflucht, was dazu führt, dass wir gerade viele junge Leute in der Stadt haben, was den Altersdurchschnitt in der Stadt sehr stark nach unten drückt. Und gerade dieser Eindruck – das ist die Seite der Medaille, von der wir noch gar nicht gesprochen haben –, die Sterblichkeit, der Eindruck, dass es in afrikanischen Bevölkerungen zu wenigen Todesfällen kommt. Das kann daherkommen, dass im Moment praktisch sowieso nur Nachrichten aus den Großstädten nach außen dringen, medizinische Studien praktisch nur in Großstädten gemacht werden. Und gemeldet wird vor allem auch nur aus Großstädten, während wir aber in diesen Großstädten eine Alterszusammensetzung der Bevölkerung haben, die überhaupt nicht typisch für das ganze Land ist. Die Stadt ist da einfach viel, viel jünger. Solche Phänomene kennen wir aus Deutschland gar nicht, dass wir im Stadtbild eine ganz andere Zusammensetzung der Altersgruppen haben als auf dem Land. Das führt natürlich dazu, dass das Virus in der Stadt auch viel weniger anrichtet. Und wir wissen gar nicht, was im Hinterland los ist. Wer mal in Afrika wirklich gereist ist, der weiß, wie viele alte Leute es eben doch in den Dörfern in Afrika gibt. Dort werden die Leute ganz schön alt und die haben auch zum Teil gesundheitliche Probleme. Und wir werden vielleicht gerade aus dem Hinterland in vielen Ländern Subsahara-Afrikas gar keine Meldezahlen bekommen – damit meine ich jemals. Also wir werden das höchstens irgendwann mal an geschätzten Werten von Übersterblichkeit sehen können, im Nachhinein."
Das Afrika-Rätsel - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript226.pdf,56,Korinna Hennig,Korinna Hennig,"Und im ländlichen Bereich ist manchmal auch das Problem, sich dann mit Hygienemaßnahmen zu schützen. Das Stichwort sauberes Wasser ist natürlich eines, was man sicher in Betracht ziehen muss."
Das Afrika-Rätsel - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript226.pdf,56,Korinna Hennig,Christian Drosten,"Viele Dinge, viele Dinge. Eine Sache sind vielleicht auch immunmodulatorische Dinge, Wurminfektionen, die in solchen Bevölkerungen extrem weit verbreitet sind. Wo wir gar nicht wissen, was das mit der Krankheitsentstehung dieser Erkrankung macht. Also wir haben hier eine Immunpathogenese. Und wir wissen nicht, was ein so modifiziertes Immunsystem im Laufe dieser Infektion in der Lunge macht gegenüber einem Immunsystem eines Europäers."
Das Afrika-Rätsel - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript226.pdf,56,Korinna Hennig,Korinna Hennig,"Weil vielleicht Parasiten eine Immunreaktion runterdimmen, um im Wirt bleiben zu können und es dann weniger heftige Entzündungen gibt."
Das Afrika-Rätsel - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript226.pdf,56,Korinna Hennig,Christian Drosten,"Genau, weil vielleicht im zellulären Immunsystem die Fremd-Selbsterkennung ein bisschen großzügiger gestaltet wird, so sage ich es jetzt ganz umgangssprachlich. Immunologen werden darüber schmunzeln oder sich auch darüber aufregen, dass ich das so sage – je nach Charakterausprägung. Ich glaube, die meisten schmunzeln und wissen, was ich damit meine. Bei der Immunpathogenese ist es so, dass wir gerade erst anfangen, das zu verstehen, was da in der Lunge passiert. Natürlich ist eine bevölkerungsweit vorliegende Infektionserkrankung, die seit dem frühen Kindesalter jedes Bevölkerungsmitglied betrifft, etwas, das eine komplett neue Adjustierung aller Studien erfordert, wenn man das verstehen will. Man kann nicht einfach von Europa auf Afrika übertragen."
Das Afrika-Rätsel - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript226.pdf,56,Korinna Hennig,Korinna Hennig,"Das heißt aber, bestimmte Voraussetzungen, die sich erst mal gefährlich anhören – das Immunsystem ist vielleicht in bestimmten Gebieten schon von ganz anderen Problematiken angegriffen –, können sich auch positiv auswirken, was dieses Virus angeht."
Das Afrika-Rätsel - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript226.pdf,56,Korinna Hennig,Christian Drosten,Absolut.
Das Afrika-Rätsel - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript226.pdf,56,Korinna Hennig,Korinna Hennig,"Denn die Frage steht im Raum – ich habe jetzt noch mal geguckt – Stand gestern waren gut 32.000 Todesfälle gemeldet im Zusammenhang mit dem Coronavirus für ganz Afrika. Egal, wie weit diese Frage der möglichen Herdenimmunität interpretiert werden darf, ist das große Fragezeichen für Virologen jetzt schon: Offensichtlich gibt es weniger schwere Verläufe. Eine Erklärung kann das Alter sein, die Altersstruktur in den Großstädten, wie Sie gesagt hatten, vielleicht auch weniger Übergewicht. Was für Faktoren sind noch denkbar, die da Einfluss nehmen?"
Das Afrika-Rätsel - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript226.pdf,56,Korinna Hennig,Christian Drosten,"Ehrlich gesagt, der Hauptfaktor, den ich im Moment sehe, ist das Meldewesen. Ich habe so meine Zweifel, das zu glauben, was da im Moment an großer, breiter Botschaft transportiert wird. Ich will mal ein Beispiel nennen, warum ich so im Zweifel bin. Wir wissen, in Südafrika haben wir ein sehr, sehr gutes öffentliches Gesundheitssystem. Dort wird auch relativ viel getestet, das ist nicht mit europäischen Ländern vergleichbar, aber doch ganz ordentlich. Und es gibt da jetzt auch erste Daten. Und bei mir ist das dann auch so, wenn ich so etwas wissen will, dann fange ich an, Leute zu kontaktieren. Ein wirklich guter Bekannter von mir ist in Südafrika Virologe. Der hat mir dann auch noch mal bessere Daten gegeben. Die sind öffentlich zugänglich, aber die findet man jetzt nicht unbedingt, wenn man von Deutschland aus so ein bisschen googelt. Da habe ich jetzt auch mal Daten aus dem öffentlichen Gesundheitswesen bekommen, die in Südafrika auch bekannt sind und diskutiert werden. Da gibt es zum Beispiel einen Bezirk, der sehr gut erforscht ist, das ist die Metropolregion Kapstadt. Dort wissen wir einiges an Zahlen. Und das muss man sich vorstellen: Kapstadt ist vom Zentrum her recht europäisch zusammengesetzt. Aber wir haben da auch Khayelitsha, das ist eines der größten Townships in Südafrika, eine sehr, sehr arme Bevölkerung. Wir haben auch hohe Raten von HIV-Prävalenz, alle diese Probleme, die Südafrika auch hat. Und wir haben dort gute Zahlen. Dort macht man eine interessante Beobachtung, die ich auch wirklich glaube, dass man, wenn man Studien macht, 40 Prozent Seropositivität findet. Das basiert auf Nachuntersuchungen von Blutproben aus dem Bereich der Schwangeren-Voruntersuchung. Das ist ein guter Einblick in eine Erwachsenenbevölkerung, Schwangere. In diesen entsprechenden Altersgruppen, wo man schwanger wird, also das ist jünger als bei uns, das ist so in den 20er-Jahren vor allem. Und dann sind es die HIV-Kliniken, die es dort sehr weit verbreitet gibt, die vom öffentlichen Gesundheitssystem getragen werden. Dort gibt es viel HIV-Prävalenz und deswegen viel Behandlung und Patienten, die man auch immer wieder sieht. Und wenn man in diesen Abschnitten der Bevölkerung die Blutproben auf SARS-2-Antikörper nachuntersucht, dann findet man 40 Prozent Seroprävalenz. Das ist ein Ausschnitt aus der armen Bevölkerung. Das sind öffentliche Kliniken, die hier genutzt wurden. Da geht also eher die ärmere Bevölkerung hin. Die reichere Bevölkerung lässt sich eher in Privatkliniken und privaten Praxen behandeln. Wir haben also bei 40 Prozent Seroprävalenz jetzt aber auch die Beobachtung, dass die spontane Verbreitung des Virus weniger wird. Also es werden jetzt weniger Todesfälle beobachtet und weniger neue Meldungen. Es hat sich über den Sommer, im dortigen Winter, da ist ja Südhalbkugel, subtropisches Klima, also kein kalter Winter, aber eben doch Winter – wie in Italien vielleicht – da hat sich dieses Virus stark verbreitet, gerade in den ärmeren Bevölkerungsanteilen. Man hatte wirklich Probleme in der medizinischen Versorgung. Das war kein Eindruck wie vielleicht in Kenia, sondern wirklich ein Eindruck: Wir haben hier ein großes Pandemie-Problem. Und bei der Situation hatte man im Metropolbereich Kapstadt 3900 ExcessTodesfälle, also Übersterblichkeit, 40 Prozent Seroprävalenz bei 3,7 Millionen Population in diesem Stadtgebiet. Wenn wir uns klarmachen, von denen waren – mal großzügig gerechnet – 40 Prozent seropositiv, dann könnten wir sagen, das sind 1,48 Millionen Infizierte, die in dieser Welle in Kapstadt infiziert wurden. Demgegenüber stehen 3900 Todesfälle. Wenn wir das durch einander teilen, kommen wir auf 0,28 Prozent Infektionssterblichkeit. Das ist eine realistische Zahl, auch für eine europäische Bevölkerung. Da liegen wir in den Konfidenz-Intervallen der Schätzung. Ich hatte gerade gesagt, in der ersten Welle in Spanien und England hatten wir 0,8 und 0,9 Prozent. Das sind jetzt 0,28. Da muss man ein bisschen großzügig draufschauen. Ich habe jetzt natürlich eine Seroprävalenz gerechnet von 40 Prozent, die vor allem in den ärmeren Bevölkerungskreisen gilt. Die wird wahrscheinlich nicht für ganz Kapstadt gelten. Wahrscheinlich ist die wirkliche Seroprävalenz viel geringer. Das sagen auch die afrikanischen Wissenschaftler dort in Südafrika, dass die wirkliche Seroprävalenz wahrscheinlich niedriger ist und die kann gut auch die Hälfte sein. Dann wären wir schon im Bereich von 0,6. Und dann wären wir mitten in den europäischen Schätzungen. Also daran kann ich im Moment nicht erkennen, warum afrikanische Bevölkerungen weniger von Todesfällen betroffen seien sollten, insbesondere, wenn wir uns klarmachen, dass auch der Schwerpunkt der Krankheit im Bereich der ärmeren Bevölkerung lag. Deswegen fällt es mir schwer, so ungesehen zu glauben, dass Afrika von diesen ganzen Problemen nicht so betroffen ist."
Das Afrika-Rätsel - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript226.pdf,56,Korinna Hennig,Korinna Hennig,"Ich möchte noch einmal kurz zu Südafrika fragen. Also ist die Quintessenz aus dem, was Sie aus den Daten, die uns vorliegen, herauslesen: Wir wissen über Südafrika einfach mehr und deswegen stellt sich die Situation im Vergleich zu den anderen Ländern dort ein bisschen dramatischer dar, weil wir mehr Zahlen haben und mehr valide Erkenntnis?"
Das Afrika-Rätsel - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript226.pdf,56,Korinna Hennig,Christian Drosten,"Erst mal glaube und hoffe ich, dass für Südafrika nach dieser schweren ersten Welle, die man dort hatte, tatsächlich etwas in Richtung Herdenimmunität geschafft ist und gerade in der ärmeren Bevölkerung, die nicht so gut versorgt ist, schon ein Schritt Richtung Populationsschutz getan wurde, sodass man dort damit rechnen kann, dass jetzt weiter aufrechterhaltene Vorsichtsmaßnahmen der Kontaktbeschränkung auch besonders effizient sind. Die ganz einfache Überlegung, die Maske, die man trägt, die vielleicht nicht total durchschlagend ist in ihrer Wirkung, die ist aber dort besonders effizient, weil zusätzlich auch noch die Populationsimmunität dazukommt. Das wäre schön, muss man sagen, das wäre erst einmal eine sehr gute Botschaft. Das darf aber auf keinen Fall damit verwechselt werden, dass man sich deswegen jetzt weniger in der internationalen Zusammenarbeit und in der Sorge auch um ärmere Gebiete der Erde weniger um den afrikanischen Kontinent kümmern muss. Im Gegenteil, man muss jetzt gerade darauf achten, was dort passiert, denn wir wissen viel zu wenig und wir können böse Überraschungen erleben, wenn wir uns da in Sicherheit wiegen anhand dieser ersten Studien, die erscheinen und die vielleicht überinterpretiert werden. Und nur noch mal von der Einschätzung, wenn man auf die Johns-Hopkins-Zahlen für Südafrika schaut: Das sind 15.447 registrierte Tote auf knapp 650.000 registrierte Fälle, sind 2,4 Prozent Fallsterblichkeit. Das ist eine Fallsterblichkeit, die wir in vielen anderen Ländern der Erde anhand dieser rein gemeldeten Fälle auch sehen. Das ist nicht die Infektionssterblichkeit. Also diese nackten Statistikdaten, die sind immer zu hoch eingeschätzt. Die sind hier jetzt aber auch nicht anders eingeschätzt als in europäischen Ländern. Deswegen ist mein Eindruck, aus der Ferne betrachtet, dass es vielleicht etwas leichtsinnig ist, zu sagen, in Afrika ist das alles total anders. Also sicherlich, in afrikanischen Großstädten mit einer besonders jungen Alterszusammensetzung, ja, das mag sein, dass man da weniger Todesfälle sieht. Aber es ist auch immer nicht nur die Belastung der Bevölkerung durch Todesfälle."
Das Afrika-Rätsel - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript226.pdf,56,Korinna Hennig,Korinna Hennig,"Es bleiben trotzdem viele Fragen offen, was Afrika angeht. Ich möchte abschließend noch einmal eine Hörerfrage weitergeben. Die hat uns jemand gestellt, der Kardiologe ist. Die passt ein bisschen in diesem Zusammenhang. Was kann immunologisch überhaupt passieren und passiert sein? Ist es eigentlich denkbar, fragt er, dass das Immunsystem – das kann man jetzt natürlich auch für Europa stellen, diese Frage – trainiert wird, wenn man öfter mit einer niedrigen Viruslast konfrontiert wird, also öfter Infizierten begegnet, die aber nicht so viel Virus ausscheiden oder man bekommt nicht so viel ab – hemdsärmelig gesprochen –, also ein gewisser Gewöhnungseffekt an das Coronavirus entsteht und dann, wenn man einem hochinfektiösen Menschen begegnet, eine Infektion schwächer ausfällt? Ist das denkbar?"
Das Afrika-Rätsel - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript226.pdf,56,Korinna Hennig,Christian Drosten,"Na ja, denkbar ist das schon. Es gab da im „New England Journal of Medicine“ vor Kurzem so einen Perspektivenartikel. Das ist also eigentlich nur ein Meinungsstück. Das ist aber auch wieder in den Medien weit transportiert worden als eine neue wissenschaftliche Erkenntnis, die es nicht ist. Da wird so argumentiert: Wenn alle Masken tragen, dann scheiden im Durchschnitt alle Leute weniger Virus aus. Dieses weniger Virus, das erinnert an eine Maßnahme, die man bei der Pockenvakzinierung kannte, die sogenannte Variolation, dass man Hautschuppen von Pockenopfern genommen hat und die hat man eintrocknen lassen. Dadurch wurde das Virus in diesen Hautschuppen deutlich weniger, aber es war nicht weg. Und diese Hautschuppen hat man dann zur Einritzung des Virus in die Haut und zu einer Art frühen Vorlaufform einer Impfung genommen, mit dem eigentlichen, nicht abgeschwächten Virus. Aber weil es so wenig Virus war, sind viele Leute dann daran nicht voll erkrankt und dann auch nicht gestorben. Das ist bei der Variolation durchaus auch passiert. Sondern die waren dann am Ende eher nur mild krank und dann auch immunisiert. Und jetzt wird diese Überlegung gemacht: Ist denn diese Exposition mit dem Virus unter der Maske, wenn alle Maske tragen, ist es so, dass da die durchschnittliche Virus-Dosis, die weitergegeben wird, vielleicht geringer ist und dann nicht die volle Infektion ausbricht, sondern eigentlich eher so eine oberflächliche Infektion und eine stille Feiung? Das ist auch so ein alter Begriff."
Das Afrika-Rätsel - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript226.pdf,56,Korinna Hennig,Korinna Hennig,Ein schöner alter.
Das Afrika-Rätsel - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript226.pdf,56,Korinna Hennig,Christian Drosten,"Ohne dass wir es merken, sind wir plötzlich immun, weil wir nur ganz wenig Virus abbekommen haben. Es gibt Gründe zu denken, dass es so etwas geben könnte. Also zum Beispiel haben wir in einer vergangenen Podcast-Folge mal diese Schweizer Studie zur Seroprävalenz besprochen, wo es Hinweise darauf gab, dass bei Krankenhauspersonal, die beruflich exponiert sind, Hinweise auf nur eine leichte Sekretion von IgA-Antikörpern auf der Schleimhaut da sind, während man im Blut gar keine Antikörper sieht. Es könnte sein, dass die dann ein bisschen teilgeschützt sind. Und manchmal wurde von Experten in der Öffentlichkeit auch dieser Begriff der Teilimmunität verwendet, der eigentlich gar nicht hierhin gehört. Der gehört eher in den Bereich der Malaria-Immunität. Da wissen wir, es gibt Teilimmunität. Das hat nur mit so einer Respirati onstrakt-Erkrankung nichts zu tun. Und auch bei der Variolation, also die Pocken, das ist ein ganz anderer Infektionsmechanismus aus. Man atmet zwar schon das Virus ein, aber dann geht es systemisch über das Blut. Ich will das also alles nicht von der Hand weisen. Das mag schon sein. Und es wäre ja toll, wenn es so wäre."
Das Afrika-Rätsel - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript226.pdf,56,Korinna Hennig,Korinna Hennig,Aber es ist noch viel Konjunktiv darin.
Das Afrika-Rätsel - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript226.pdf,56,Korinna Hennig,Christian Drosten,"Genau. Also das sind schöne akademische Spekulationen. Das ist alles interessant. Nur die Frage ist: Wer möchte die Verantwortung dafür übernehmen, dass in Handlungsrichtlinien zu übersetzen? Niemand. Und das ist eigentlich das Problem, was wir im Herbst und Winter haben. Also wir halten letztendlich schon lange nicht mehr einen Anschauungs-Podcast für akademischinteressierte Freunde der Virologie. Schön wär‘s. Sondern es wird immer auch versucht zu fragen – und wenn nicht wir das hier im Dialog machen, dann machen es andere von außen: Was heißt das denn jetzt? Und es wird auch schnell eine Message generiert, die auch wieder in diese Richtung geht, in der wir heute angefangen haben zu sprechen: Das war ja alles umsonst. Man hätte das doch alles wissen können und hätten nur alle Masken getragen und so weiter. Da gibt es so viele Einwände, die man haben kann. Wir kommen da in der Argumentation vom Hundertsten ins Tausendste. Aber wenn man das irgendwie wieder einfangen will, dann muss man doch sagen: Was bringt das, sich diese ganzen Vorwürfe gegenseitig im Nachhinein zu machen, die in der Essenz sowieso falsch sind und die nach vorne gedacht, in den Winter hinein, auch vielleicht von denen bereut werden, die jetzt diese Vorwürfe erheben? Man muss wirklich nur in die Nachbarländer schauen. Und es wird dann wieder das Argument kommen: Ja, aber es stirbt doch gar keiner. Es stirbt jetzt natürlich niemand, aber das Virus muss sich auch erst mal wieder in die älteren Alterskohorten umverteilen. Und das dauert ja viele Wochen. Und dann müssen die erst mal ins Krankenhaus kommen und letztendlich einen schweren Verlauf haben. Auch das dauert noch mehr Wochen. Dann kommen andere Effekte hinzu, die wir jetzt in ihren Auswirkungen auch alle noch mal wiederholen könnten. Es führt letztendlich nicht zu einer neuen Auffassung der Phänomene. Wir haben keinen Hinweis, dass sich das Virus verändert hat. Wir haben erwartet, dass es über den Sommer weniger Fälle gibt. Wir wissen, dass andere Coronaviren auch im Sommer nicht so auftreten, dass die Influenza im Sommer nicht so auftritt. Und wir können deswegen unsere Augen nicht davor verschließen, dass es irgendwann auch mal wieder Winter wird."
Der weiße Fleck in der Pandemie - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript224.pdf,55,Korinna Hennig,Korinna Hennig,"Welche Rolle spielen asymptomatische Infizierte? Wie ansteckend können sie sein? Und was können wir alle für unser persönliches Verhalten daraus ableiten? Über all das möchte ich heute mit Professor Sandra Ciesek sprechen, der Direktorin des Instituts für Medizinische Virologie am Uniklinikum in Frankfurt am Main. Und seit heute neu in diesem Podcast. Frau Ciesek, bevor wir ins Thema einsteigen, möchte ich Sie ein bisschen vorstellen. Sie sind künftig alle zwei Wochen hier zu hören, im Wechsel mit Christian Drosten. Sie kommen aus Niedersachsen, aus Goslar, und waren lange unter anderem an der Medizinischen Hochschule Hannover. Eine Sache unterscheidet Sie von Ihrem Kollegen: Sie sind keine reine Laborärztin, sondern haben auch als Internistin und Gastroenterologin gearbeitet. Was haben Sie daraus mitgenommen in Ihre Forschung? Sandra Ciesek Das ist eine gute Frage. Ich habe, als ich in der MHH war, sowohl Patientenversorgung gemacht als auch Forschung. Ich habe beides immer sehr gerne gemacht. Es gab ab und zu Fragen, die sich bei der Patientenbetreuung ergaben. Als Beispiel habe ich da mal erwähnt, dass ich lange in der Nachund Vorsorge zur Lebertransplantation gearbeitet habe. Da waren damals gerade Patienten, die eine chronische Hepatitis C zum Beispiel hatten und deswegen transplantiert wurden. Die hatten nach der Transplantation schlechtere Verläufe als andere Patienten, die eine andere Grunderkrankung hatten. Ich habe mich dann gefragt, als ich da saß mit den Patienten: Woran kann das liegen? Liegt das an den Medikamenten zum Beispiel, die die nehmen müssen nach einer Transplantation und die das Immunsystem unterdrücken? Ich konnte das durch eine günstige Fügung im Labor auch untersuchen: Welchen Einfluss haben die einzelnen Medikamente auf das Virus? Und können die zum Beispiel das Virus, die Replikation, also die Vermehrung, steigern oder im Gegenteil sogar bremsen? Deswegen finde ich es immer sehr spannend, wenn man konkrete Fragen hat oder ungelöste Probleme in einer Klinik hat und die dann im Labor untersuchen zu können und dann wirklich auch Forschung zu machen, die dann wieder in der Klinik eine Relevanz hat."
Der weiße Fleck in der Pandemie - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript224.pdf,55,Korinna Hennig,Korinna Hennig,"Genau das ist der Weg, den Sie jetzt andersherum machen. Sie sind jetzt in der Forschung. Vor der Corona-Pandemie, wir haben das Stichwort eben gehört, waren vor allem Hepatitis-Viren Ihr Forschungsschwerpunkt. Jetzt geht es im Zusammenhang mit Covid-19 auch um die Wirkstoffforschung, also um Medikamente bei Ihnen und um neue Wege beim Virusnachweis. Wie nah ist Ihnen bei diesen Dingen noch diese Patientenperspektive, die Sie ja nicht mehr unmittelbar miterleben? Aber denken Sie die immer noch mit in der Forschung? Sandra Ciesek Auf jeden Fall. Ich rede viel mit den Kollegen, die hier in Frankfurt zum Beispiel in der Infektiologie arbeiten oder auf der Intensivstation. Ich frage, was deren Wünsche sind, was deren Bedürfnisse sind. Wir sind da sehr eng am Kooperieren. Auch gerade mit dem Gesundheitsamt in Frankfurt arbeiten wir sehr eng zusammen und fragen immer: Was fehlt euch? Was macht euch das Leben leichter? Wie könnt ihr effektiver arbeiten? Und wir versuchen dann immer, zusammen Lösungen zu finden."
Der weiße Fleck in der Pandemie - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript224.pdf,55,Korinna Hennig,Korinna Hennig,"Vielleicht noch einmal zu Ihnen. Sie gehen nicht nur theoretisch und aus Patientensicht an die Sache ran, über die wir heute sprechen, sondern auch aus persönlicher Sicht. Sie haben selbst eine Tochter, die zur Grundschule geht. Darum kennen Sie diese schwierige Frage, vor der viele Eltern stehen, wenn das Kind zum Beispiel plötzlich eine Laufnase hat oder morgens zweimal hustet. Die Zeit drängt, alle müssen eigentlich aufbrechen und man kann so schnell gar nicht beurteilen, was da tatsächlich los ist. Haben Sie das selbst zu Hause schon erlebt in der kurzen Zeit seit den Sommerferien? Sandra Ciesek Ja, ich denke, das geht vielen Eltern so. Sie selber haben, glaube ich, auch Kinder."
Der weiße Fleck in der Pandemie - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript224.pdf,55,Korinna Hennig,Korinna Hennig,"Ja, drei Stück. Sandra Ciesek Sie werden das bestätigen können, dass Kinder häufig Infekte oder häufig Schnupfen haben. Vielleicht können wir da später noch mal drüber sprechen, was das Dilemma daran eigentlich ist."
